location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
ghansoli,648.4,3,4.0,24,37.0,3.9,1,0,10602075
cbd belapur,506.47,2.4597701149425286,3.0,13,26.0,9.2,0,0,7700050
nerul,965.97,4,2.0,18,4.0,6.6,1,0,18778582
nerul,693.54,3,2.5295887662988967,5,22.0,10.5,0,0,13863590
vashi,807.95,2,2.0,17,6.0,10.5,0,0,13629802
ghansoli,1662.65,2,1.0,32,23.0,2.7,1,1,22250467
ghansoli,947.79,2,2.5295887662988967,20,14.0,6.6,0,0,15794303
airoli,221.7,4,1.0,20,33.0,3.8,0,0,4791162
kharghar,3430.9657487994687,1,2.0,5,10.0,8.7,1,1,44311418
panvel,1369.01,4,2.5295887662988967,5,2.0,9.1,0,0,26791014
nerul,3.01,2,2.0,24,37.0,10.1,1,1,-888353
airoli,833.17,2,2.0,22,20.0,5.6,0,1,11495720
vashi,905.79,2.4597701149425286,1.0,11,33.0,15.3,0,0,16363165
kharghar,1068.63,1,3.0,1,26.0,10.8,0,0,19541055
cbd belapur,1243.95,3,3.0,10,17.0,12.0,1,1,15159271
ghansoli,358.58,1,2.0,20,25.0,5.1,0,0,5313853
airoli,1094.99,2.4597701149425286,4.0,24,10.0,11.4,0,1,11942753
nerul,1086.84,4,2.0,8,19.846280312371558,19.5,1,1,16765518
panvel,934.34,2,2.5295887662988967,9,18.0,15.5,0,0,13755717
kharghar,1278.39,2.4597701149425286,2.0,21,12.0,1.8,1,0,15626050
kharghar,568.42,4,2.5295887662988967,1,12.0,9.3,0,1,7778407
ghansoli,693.31,2,3.0,16,17.0,4.2,1,1,6665207
panvel,1066.63,2.4597701149425286,3.0,9,28.0,2.1,0,0,13832706
kharghar,714.04,4,2.0,0,27.0,7.2,1,1,10697786
vashi,1276.29,4,1.0,23,13.0,13.2,1,1,25365557
nerul,1099.51,2,4.0,2,9.0,11.4,0,0,21154915
kharghar,570.23,2.4597701149425286,1.0,23,33.0,16.6,0,1,7525730
kharghar,505.91,3,2.0,16.55400254129606,12.0,9.7,1,1,5990964
airoli,986.07,1,3.0,5,20.0,19.5,1,1,13009899
panvel,1204.1,2,4.0,18,5.0,5.8,1,0,17066737
panvel,852.92,4,3.0,11,16.0,3.3,0,1,10180122
ulwe,786.28,2,2.0,5,18.0,14.0,0,0,11741498
vashi,1186.17,1,1.0,31,33.0,7.1,0,1,21001891
panvel,429.56,2,1.0,1,10.0,5.4,0,0,6879161
airoli,1647.72,2,4.0,7,27.0,12.0,1,0,31390357
ulwe,1391.29,2.4597701149425286,3.0,16.55400254129606,35.0,16.7,0,1,13294502
ulwe,1280.56,2.4597701149425286,2.5295887662988967,8,22.0,6.9,1,0,13935494
airoli,401.05,4,4.0,8,38.0,8.2,0,1,4210854
ulwe,1171.2,2,3.0,31,19.0,21.5,1,0,16910188
nerul,1481.57,3,2.0,19,2.0,10.3,1,0,24519038
belapur,106.32,3,4.0,16,31.0,0.1,0,0,1420028
panvel,956.45,2,2.5295887662988967,11,2.0,9.4,1,0,9879881
cbd belapur,1267.53,1,2.5295887662988967,16,38.0,6.2,0,1,15422742
cbd belapur,790.04,2.4597701149425286,3.0,4,29.0,3.5,0,0,13393597
kharghar,1037.51,4,2.0,27,8.0,15.8,1,1,15755255
kharghar,1488.37,2.4597701149425286,1.0,31,29.0,7.0,1,1,26181743
ghansoli,1450.91,4,1.0,20,26.0,9.0,1,0,17711525
nerul,199.93,2,4.0,16,13.0,8.7,1,1,3086381
airoli,754.84,4,3.0,5,35.0,20.9,0,0,13224565
panvel,1336.7,2,2.0,8,6.0,10.0,0,1,21072964
cbd belapur,1284.59,2,2.5295887662988967,4,23.0,1.6,0,0,22589095
airoli,737.68,2,4.0,10,15.0,0.7,0,1,10678165
panvel,1039.52,1,1.0,27,23.0,7.9,1,0,15138618
nerul,1991.66,3,2.5295887662988967,29,13.0,13.2,1,1,38035911
kharghar,1030.01,3,1.0,23,3.0,0.9,1,0,13727594
belapur,819.33,3,2.5295887662988967,3,28.0,8.7,0,0,13016446
panvel,1191.49,4,2.0,4,37.0,16.4,1,0,17879415
airoli,376.67,3,3.0,10,37.0,8.7,0,1,5660168
nerul,163.46,2,4.0,31,34.0,20.3,1,1,2592735
panvel,351.02,1,2.0,16.55400254129606,10.0,16.2,1,1,5618288
nerul,1267.46,2,2.5295887662988967,2,12.0,6.2,0,0,16152127
belapur,1470.38,2,4.0,16,11.0,4.5,1,1,28881055
cbd belapur,1462.66,4,3.0,29,16.0,11.3,0,0,25094762
kharghar,942.9,2,1.0,11,7.0,3.2,0,1,14887036
belapur,912.07,2,1.0,22,36.0,4.9,1,0,16943352
kharghar,1213.57,2,1.0,0,33.0,14.5,0,0,13123626
belapur,899.39,3,4.0,6,21.0,2.5,1,0,11489611
cbd belapur,1566.84,1,2.5295887662988967,12,24.0,20.0,1,1,23923652
vashi,804.36,2.4597701149425286,4.0,6,6.0,13.8,0,0,10624904
vashi,750.22,2,2.0,1,12.0,12.0,0,0,10637399
ulwe,1175.52,2,4.0,19,21.0,4.5,0,0,15114401
cbd belapur,1062.39,2.4597701149425286,4.0,14,35.0,1.6,0,1,17991139
vashi,451.7,2.4597701149425286,2.0,30,3.0,11.1,1,0,5230012
ghansoli,618.64,1,4.0,16.55400254129606,11.0,2.0,0,0,6632315
belapur,1403.45,2,1.0,19,19.846280312371558,1.6,1,0,23196274
belapur,835.21,2.4597701149425286,2.5295887662988967,16.55400254129606,18.0,9.8,1,0,8977120
belapur,1826.18,3,1.0,15,24.0,2.1,1,0,19388528
ghansoli,573.18,4,2.0,13,21.0,4.7,1,0,11055753
airoli,1392.21,2,2.0,27,7.0,15.1,0,1,15232280
kharghar,1539.07,3,3.0,27,19.0,4.4,1,0,22868072
panvel,1436.83,4,2.0,17,11.0,9.8,1,0,15239115
ulwe,1416.61,4,4.0,12,21.0,13.3,0,1,17684404
belapur,862.12,1,4.0,12,25.0,6.1,1,0,8172481
ulwe,1291.34,1,2.0,27,32.0,5.0,0,0,21104028
nerul,647.46,2,3.0,16.55400254129606,21.0,0.5,0,0,6007873
kharghar,950.72,2,3.0,29,13.0,8.7,1,0,9552924
ulwe,426.47,4,3.0,3,19.846280312371558,10.1,1,0,7304328
vashi,1371.44,3,2.0,9,22.0,3.7,0,0,25384893
panvel,760.33,1,4.0,8,21.0,3.4,0,0,14600453
panvel,756.84,1,1.0,4,33.0,7.5,0,1,9573136
cbd belapur,1072.45,1,4.0,17,19.846280312371558,6.6,0,1,16379930
cbd belapur,1041.83,2,2.0,13,16.0,5.7,0,0,17227770
vashi,625.66,4,4.0,2,16.0,0.5,0,0,12825146
kharghar,1185.42,2,2.0,10,10.0,8.3,0,1,13603711
airoli,1414.16,1,2.0,20,21.0,6.0,0,0,18080403
cbd belapur,1260.77,4,4.0,3,11.0,8.2,0,0,16321059
belapur,871.56,3,2.5295887662988967,7,18.0,6.8,0,0,16909643
ghansoli,996.63,2,2.0,26,20.0,14.4,0,0,9669205
ghansoli,856.03,2.4597701149425286,2.5295887662988967,4,10.0,2.6,0,0,10843746
vashi,516.32,2,2.0,1,19.846280312371558,20.7,0,1,8096521
belapur,101.97,4,2.0,18,7.0,3.6,0,0,1106124
ulwe,478.47,2.4597701149425286,2.0,1,2.0,16.1,0,0,5214244
nerul,89.05,2,2.0,2,4.0,13.3,0,1,722334
ghansoli,1055.3,1,1.0,13,37.0,3.7,0,1,16467235
kharghar,1592.24,2,2.5295887662988967,5,37.0,14.6,0,0,26202978
kharghar,916.73,1,3.0,16.55400254129606,9.0,16.3,0,1,12731471
ghansoli,551.23,1,2.5295887662988967,0,7.0,12.1,0,0,5153386
vashi,1350.65,1,2.0,27,25.0,16.4,0,1,23394938
airoli,738.28,3,2.0,31,39.0,11.7,0,0,12012683
kharghar,1221.21,3,2.5295887662988967,24,13.0,12.0,0,1,19046526
airoli,735.53,3,3.0,5,36.0,6.4,1,0,14543115
cbd belapur,800.54,1,3.0,33,26.0,5.0,0,0,14064927
ghansoli,431.27,2,4.0,22,19.846280312371558,4.1,1,1,5749570
cbd belapur,1393.27,3,1.0,31,9.0,1.8,0,0,17469464
kharghar,240.41,3,1.0,9,39.0,3.9,1,0,2273678
ulwe,1139.22,3,2.5295887662988967,34,33.0,13.6,0,1,20009495
airoli,733.05,2,2.5295887662988967,3,11.0,8.9,0,1,10819822
ulwe,1295.55,4,4.0,27,39.0,5.7,1,0,19449701
airoli,1254.1,2,4.0,23,6.0,11.2,0,1,17330323
belapur,389.83,2,2.5295887662988967,2,25.0,9.2,0,1,6674293
airoli,957.22,2,2.5295887662988967,19,24.0,0.6,0,0,14490061
cbd belapur,1596.82,4,2.5295887662988967,28,33.0,3.4,1,0,26631475
panvel,971.62,1,2.5295887662988967,22,3.0,8.8,0,0,14654454
airoli,717.29,2,4.0,23,4.0,1.0,0,0,9462252
nerul,884.67,2.4597701149425286,2.5295887662988967,17,30.0,11.2,0,1,12994821
kharghar,1214.44,2,4.0,28,14.0,5.6,0,0,13287011
nerul,1261.04,2,3.0,16.55400254129606,34.0,0.8,1,0,16863828
kharghar,1689.58,2.4597701149425286,4.0,30,12.0,14.8,0,1,14896763
vashi,741.44,3,1.0,9,17.0,14.9,0,0,11224674
kharghar,1614.52,4,1.0,16.55400254129606,14.0,5.2,0,1,26686927
ghansoli,1133.35,3,3.0,5,16.0,3.7,1,0,17301786
panvel,1222.81,2,2.0,1,38.0,1.1,0,0,15982081
nerul,788.3,2,2.0,9,11.0,9.6,0,1,11008428
airoli,944.28,3,4.0,29,37.0,1.5,0,0,17850513
panvel,1689.24,3,2.5295887662988967,2,25.0,11.2,0,0,34329388
ulwe,613.64,2,1.0,16.55400254129606,30.0,8.0,1,1,6479935
nerul,919.83,1,3.0,5,34.0,18.0,1,0,13777029
panvel,709.12,3,2.0,7,26.0,10.8,0,0,12015648
airoli,1624.01,1,4.0,7,34.0,11.4,0,0,21892405
vashi,1079.85,1,2.0,0,39.0,0.8,1,0,13335758
nerul,808.69,2,4.0,6,39.0,6.6,1,0,14108843
kharghar,688.61,2.4597701149425286,1.0,32,29.0,5.7,1,0,9479402
ulwe,647.47,1,3.0,33,1.0,9.0,0,1,12120234
airoli,1464.65,3,4.0,9,33.0,4.3,1,0,16961677
panvel,1528.79,1,2.5295887662988967,34,25.0,9.2,0,1,19486001
belapur,580.87,1,2.5295887662988967,16.55400254129606,37.0,17.0,0,1,5712448
kharghar,1212.88,2,1.0,9,23.0,7.2,1,0,14430098
belapur,749.45,2.4597701149425286,2.5295887662988967,30,14.0,0.5,0,1,8858805
airoli,526.39,2,3.0,16.55400254129606,21.0,14.6,1,0,10059322
panvel,578.43,4,2.5295887662988967,18,17.0,5.0,0,0,7432551
nerul,1247.14,2,3.0,29,6.0,8.7,1,0,17177921
ulwe,908.3,2,2.0,20,3.0,3.3,0,1,9349732
kharghar,2083.69,4,1.0,16.55400254129606,36.0,22.5,1,1,43570052
vashi,1641.02,3,2.5295887662988967,24,22.0,10.6,0,1,20300811
ulwe,725.23,2.4597701149425286,2.5295887662988967,20,37.0,0.6,0,0,6346760
ghansoli,1422.7,4,2.5295887662988967,32,2.0,6.3,0,0,18845596
kharghar,69.5,2,3.0,31,23.0,4.0,1,0,1206863
panvel,1105.27,2,2.0,5,1.0,12.3,0,0,18779894
cbd belapur,997.82,1,4.0,16.55400254129606,14.0,8.0,0,0,12008770
ulwe,410.8,3,2.5295887662988967,27,3.0,4.4,0,0,8362457
belapur,799.63,2.4597701149425286,2.5295887662988967,6,32.0,2.1,0,0,13965332
belapur,533.18,1,2.5295887662988967,2,9.0,5.1,1,1,6154819
ulwe,1067.34,2.4597701149425286,3.0,34,22.0,19.0,0,0,11180701
panvel,320.8,4,3.0,16.55400254129606,39.0,1.7,0,1,4984968
cbd belapur,1095.2,1,2.5295887662988967,8,1.0,2.3,0,1,11588872
cbd belapur,1073.62,2.4597701149425286,2.5295887662988967,21,35.0,4.1,0,0,16663663
nerul,933.87,4,4.0,27,33.0,12.5,1,0,10186468
kharghar,66.65,2,3.0,24,28.0,19.1,1,1,819619
vashi,3430.9657487994687,4,2.5295887662988967,29,10.0,4.6,0,0,50507091.96410894
airoli,695.25,2,1.0,20,4.0,9.2,1,0,13619723
panvel,2284.95,4,1.0,23,38.0,11.3,0,0,43766218
nerul,1287.59,2,1.0,13,24.0,2.7,1,1,17135290
panvel,686.89,2,3.0,31,2.0,3.1,0,0,12864958
kharghar,623.58,3,4.0,10,37.0,9.3,0,1,12527225
kharghar,890.42,2.4597701149425286,3.0,27,19.846280312371558,11.1,1,0,8596330
ulwe,-149.0,4,1.0,3,12.0,5.0,0,0,-2569782
kharghar,1491.23,3,2.5295887662988967,15,27.0,11.3,1,0,19345205
ulwe,1333.14,1,3.0,7,28.0,3.3,1,1,20512063
panvel,797.6,2.4597701149425286,3.0,31,14.0,11.3,0,0,14497788
airoli,943.63,2.4597701149425286,2.0,7,13.0,13.5,1,1,11221450
kharghar,-215.7,4,2.0,31,12.0,11.1,0,1,-3775468
panvel,1234.99,1,4.0,0,21.0,14.2,0,0,15134542
kharghar,1189.36,3,2.5295887662988967,9,39.0,4.1,1,0,24182851
cbd belapur,952.57,2,4.0,31,9.0,5.4,0,0,9667554
kharghar,988.45,2.4597701149425286,3.0,30,13.0,5.2,0,1,10420959
cbd belapur,1103.27,2,2.0,9,39.0,11.0,1,0,11038931
cbd belapur,1110.91,2,2.0,26,39.0,15.9,0,0,12974312
airoli,415.77,2,1.0,10,22.0,4.0,0,0,6623404
panvel,316.56,1,1.0,16.55400254129606,25.0,10.5,1,0,5978236
vashi,1320.39,1,3.0,6,11.0,7.5,1,0,24082001
belapur,281.3,2,1.0,13,26.0,8.6,0,1,3117425
panvel,803.9,2,2.0,12,37.0,2.0,0,0,12801070
airoli,520.73,2.4597701149425286,4.0,34,21.0,12.1,1,0,5028130
kharghar,1098.08,1,1.0,13,21.0,11.5,0,0,12936838
belapur,794.66,2,1.0,31,30.0,6.2,0,0,8403932
kharghar,1053.98,3,4.0,22,19.0,8.3,0,0,14892173
airoli,885.97,1,2.5295887662988967,16.55400254129606,11.0,6.5,1,0,8762405
kharghar,1052.71,1,2.5295887662988967,34,16.0,6.6,1,1,14502067
panvel,861.55,2,4.0,31,8.0,3.0,0,0,15006598
airoli,304.4,2.4597701149425286,2.5295887662988967,0,37.0,7.6,0,0,5813247
cbd belapur,727.77,4,1.0,7,11.0,0.2,0,0,14008248
kharghar,888.25,4,4.0,5,32.0,2.8,1,0,10809966
airoli,959.56,2,1.0,2,33.0,5.9,0,1,17001391
nerul,1258.19,2,2.0,22,16.0,21.2,0,1,14068211
kharghar,724.54,2.4597701149425286,3.0,8,12.0,5.5,1,0,7005697
belapur,573.59,2,4.0,3,36.0,9.5,1,1,7815008
belapur,756.48,4,2.0,33,37.0,6.0,1,0,9936961
nerul,929.97,4,2.5295887662988967,16.55400254129606,13.0,6.7,0,1,16289725
kharghar,1045.76,2.4597701149425286,1.0,23,35.0,11.0,1,1,18426395
ulwe,939.39,2,1.0,11,5.0,8.4,0,1,10121401
panvel,1048.83,3,1.0,32,15.0,8.5,0,0,16154977
vashi,1108.55,2,2.0,18,35.0,9.0,0,0,17058461
vashi,3430.9657487994687,2,2.0,7,12.0,14.5,0,1,50507091.96410894
vashi,865.93,2,2.0,23,16.0,4.9,0,1,11887878
cbd belapur,812.98,1,2.0,18,13.0,9.0,0,1,11024796
vashi,1152.91,3,4.0,34,28.0,14.4,0,0,19898913
kharghar,1001.45,1,3.0,29,10.0,5.9,0,0,17826024
vashi,904.02,3,2.5295887662988967,23,15.0,0.9,0,0,16220863
vashi,1332.58,2.4597701149425286,2.0,14,23.0,4.3,1,0,22302081
nerul,1295.41,1,2.5295887662988967,17,14.0,9.0,0,0,15648511
nerul,1249.96,2,2.5295887662988967,9,21.0,9.7,1,1,18065779
panvel,1578.92,4,2.5295887662988967,6,28.0,5.3,0,0,18509137
ulwe,761.7,2,2.5295887662988967,12,3.0,14.7,1,0,10167163
belapur,60.21,3,4.0,30,2.0,14.8,1,0,1799075
cbd belapur,861.35,2,4.0,11,31.0,9.7,0,1,13914219
panvel,593.07,1,1.0,5,21.0,10.4,0,1,8509565
airoli,3430.9657487994687,2,2.5295887662988967,9,37.0,0.0,0,0,51150110
cbd belapur,871.23,2.4597701149425286,2.0,25,28.0,6.7,0,0,10038736
nerul,1459.48,2,2.5295887662988967,11,5.0,14.3,0,0,19616834
panvel,1177.91,3,1.0,30,32.0,10.7,1,1,20997052
airoli,1497.45,2.4597701149425286,2.0,12,20.0,2.0,0,0,20374993
nerul,-6.31,3,4.0,13,8.0,1.8,1,0,-1364795
ghansoli,431.9,1,3.0,30,16.0,0.9,0,1,4494942
panvel,538.76,3,2.5295887662988967,3,36.0,7.4,1,1,11802204
kharghar,465.18,2,2.5295887662988967,16,26.0,21.0,1,1,8693883
vashi,1049.31,3,3.0,22,7.0,1.8,1,1,21147615
panvel,1106.71,1,2.0,17,19.0,4.0,0,0,10767818
airoli,985.19,4,2.0,19,26.0,6.3,1,0,12337287
airoli,798.62,1,2.0,10,22.0,9.2,1,0,12972049
panvel,972.85,3,1.0,1,14.0,9.7,0,0,17219680
kharghar,1243.72,2.4597701149425286,2.5295887662988967,17,17.0,4.1,0,0,11616604
airoli,2005.15,2,4.0,13,11.0,9.8,0,0,23416746
ghansoli,1176.62,2.4597701149425286,1.0,19,37.0,4.1,0,1,14966266
nerul,864.4,2.4597701149425286,4.0,16,12.0,7.7,1,1,12889170
vashi,328.75,4,2.5295887662988967,16,10.0,6.2,1,1,3441707
airoli,559.5,4,1.0,29,17.0,4.9,1,1,10432679
ulwe,1835.01,2,4.0,9,26.0,5.8,0,1,29402733
ghansoli,624.1,3,2.0,21,23.0,9.1,0,0,10160408
nerul,-306.57,4,4.0,4,15.0,12.8,1,0,-6955773
kharghar,791.34,1,1.0,26,28.0,10.9,1,1,12913439
vashi,1128.23,2,2.0,7,5.0,19.2,1,0,15299360
nerul,1085.34,2.4597701149425286,2.5295887662988967,13,15.0,4.5,1,1,17406592
airoli,1141.26,1,1.0,29,14.0,4.5,0,0,11954181
nerul,1432.25,4,1.0,18,27.0,10.1,0,0,21189281
cbd belapur,674.32,2.4597701149425286,1.0,25,24.0,0.4,0,0,10738258
panvel,536.02,2,2.5295887662988967,5,9.0,6.9,1,1,7495341
kharghar,762.6,4,2.0,12,18.0,3.4,0,0,11456526
kharghar,738.32,1,4.0,17,30.0,2.8,0,0,10872850
airoli,626.96,1,3.0,0,25.0,6.7,0,0,11470697
belapur,819.15,1,2.5295887662988967,5,4.0,1.7,0,0,15715798
nerul,771.53,2.4597701149425286,1.0,5,26.0,3.3,0,0,6937912
kharghar,269.11,4,3.0,31,38.0,5.2,0,0,4625028
nerul,-113.74,3,3.0,28,39.0,4.5,0,0,-2456351
airoli,721.45,4,3.0,17,10.0,2.5,0,1,11017891
panvel,749.9,2,3.0,16,29.0,4.9,0,1,11101188
belapur,479.03,1,3.0,34,10.0,5.5,0,0,7851956
nerul,1742.61,4,1.0,15,9.0,5.3,1,1,29243559
cbd belapur,1113.63,2.4597701149425286,2.5295887662988967,29,23.0,12.0,1,0,13768310
cbd belapur,720.62,2.4597701149425286,2.0,7,9.0,10.1,1,0,6993612
cbd belapur,1751.36,1,2.5295887662988967,7,18.0,13.8,0,1,26147998
ghansoli,1146.58,2,3.0,33,36.0,6.6,0,0,15107986
kharghar,1733.34,3,4.0,29,35.0,5.3,1,0,18010049
nerul,1517.57,2,3.0,23,19.0,16.8,0,0,22915451
nerul,1498.04,4,2.5295887662988967,21,12.0,15.2,0,0,27602041
belapur,751.61,2,1.0,16,24.0,7.0,0,1,14030269
belapur,1109.62,3,1.0,33,36.0,0.1,0,0,16939131
nerul,972.7,3,3.0,7,12.0,8.7,0,0,17526707
kharghar,922.75,1,1.0,19,22.0,10.2,0,0,12742713
vashi,834.58,3,3.0,22,11.0,3.3,0,0,12206855
airoli,1109.88,2.4597701149425286,1.0,30,9.0,4.1,0,0,18172873
nerul,1252.54,1,3.0,25,31.0,0.5,0,0,15641549
ulwe,513.91,4,1.0,29,27.0,7.1,1,0,6003126
airoli,1378.67,3,1.0,27,20.0,0.3,0,0,23165672
ghansoli,1039.64,1,4.0,7,10.0,8.1,0,1,10786403
nerul,1201.04,2.4597701149425286,2.5295887662988967,2,32.0,2.6,1,0,15303677
vashi,957.75,4,4.0,30,21.0,5.9,1,0,19508623
cbd belapur,1051.2,3,1.0,3,19.0,4.3,1,0,17889824
nerul,1340.52,2.4597701149425286,4.0,9,29.0,0.7,0,0,14726344
cbd belapur,1155.78,4,3.0,0,30.0,12.3,1,0,19635764
airoli,1041.73,1,2.5295887662988967,24,6.0,18.3,0,1,11722802
vashi,481.51,3,2.5295887662988967,27,29.0,21.6,0,0,7556975
airoli,339.74,3,2.0,20,4.0,15.6,1,0,6399464
cbd belapur,536.25,2,2.0,31,1.0,3.7,0,1,7336613
belapur,812.92,2,3.0,6,18.0,4.4,0,1,11491385
nerul,941.19,2.4597701149425286,2.5295887662988967,25,1.0,24.1,1,0,14096747
nerul,537.94,2,1.0,16.55400254129606,29.0,1.5,0,1,10669516
ghansoli,948.56,3,2.0,16.55400254129606,16.0,1.0,0,0,16148827
panvel,130.82,4,4.0,19,27.0,2.4,1,1,2440329
belapur,671.78,4,2.0,8,4.0,7.7,1,0,13134728
nerul,1478.17,2,4.0,11,1.0,2.8,1,1,17535900
cbd belapur,738.38,2,4.0,5,32.0,12.8,0,1,7334706
ghansoli,1106.45,4,2.0,1,38.0,15.0,1,0,16759115
kharghar,1077.91,1,1.0,4,1.0,1.6,1,0,19994914
ulwe,725.76,3,3.0,16.55400254129606,13.0,6.3,0,0,13645559
airoli,1267.72,2,4.0,7,33.0,6.9,1,0,20385956
belapur,175.06,2,3.0,26,19.0,0.5,0,1,2535138
ulwe,775.49,2,3.0,6,36.0,14.3,1,0,11048474
nerul,955.2,3,2.5295887662988967,19,27.0,16.7,1,0,14886586
belapur,1409.71,2,4.0,16.55400254129606,18.0,3.8,0,0,14129760
cbd belapur,1141.53,1,4.0,32,9.0,12.1,0,0,12758563
ulwe,993.76,3,1.0,10,18.0,12.4,0,0,17559153
airoli,561.85,4,3.0,34,11.0,18.4,1,0,7318371
vashi,812.92,3,2.5295887662988967,27,18.0,5.8,1,1,15589703
nerul,686.7,1,3.0,26,31.0,9.0,1,0,10164198
kharghar,957.85,2.4597701149425286,2.0,26,16.0,12.0,0,0,9952788
nerul,907.67,1,4.0,27,32.0,5.3,1,1,15721232
ghansoli,1493.15,2,3.0,1,6.0,5.4,0,0,24482831
vashi,703.71,1,1.0,0,13.0,3.7,0,0,7189212
belapur,820.04,3,2.0,12,5.0,7.6,1,0,11720333
vashi,32.42,1,1.0,19,5.0,9.8,0,1,876660
ghansoli,1301.13,2,2.5295887662988967,1,17.0,12.7,1,1,17811073
airoli,952.75,4,3.0,16.55400254129606,7.0,14.5,0,0,15887098
airoli,796.27,2.4597701149425286,3.0,9,37.0,5.0,1,0,11470392
panvel,1232.6,2.4597701149425286,2.0,29,14.0,7.9,0,1,14368004
nerul,1441.12,2,1.0,16,38.0,10.9,1,0,17174446
kharghar,539.39,3,2.0,21,6.0,8.8,0,1,7163637
vashi,902.31,2,1.0,21,3.0,13.5,0,0,10600170
panvel,1208.02,2.4597701149425286,3.0,18,24.0,7.9,1,1,15879468
kharghar,902.06,2.4597701149425286,1.0,11,32.0,8.7,0,0,14331140
nerul,1155.75,2.4597701149425286,2.0,21,23.0,2.9,1,1,12574221
airoli,1555.2,4,2.5295887662988967,10,35.0,16.4,1,1,29630017
vashi,1183.07,1,3.0,23,29.0,5.3,0,0,18963563
kharghar,542.45,2.4597701149425286,2.5295887662988967,9,12.0,6.6,0,1,8551916
nerul,950.28,2.4597701149425286,1.0,24,33.0,13.9,1,1,10845967
airoli,479.34,2,3.0,11,33.0,13.6,0,1,4790592
panvel,1384.07,1,1.0,33,6.0,8.0,1,1,17646982
airoli,772.14,2,2.5295887662988967,2,22.0,5.4,0,0,11692135
airoli,1079.19,3,4.0,24,11.0,7.6,0,0,12891396
belapur,615.94,4,3.0,3,34.0,20.5,0,0,7564334
kharghar,3430.9657487994687,2,2.0,2,36.0,11.7,1,0,50507091.96410894
kharghar,1306.21,2,4.0,5,10.0,10.2,1,1,23097186
kharghar,1304.92,4,1.0,28,13.0,3.4,0,1,19342196
panvel,471.88,2,2.5295887662988967,16.55400254129606,30.0,16.7,0,1,6855526
ulwe,1074.24,2.4597701149425286,1.0,32,26.0,1.8,0,0,14449023
nerul,1412.94,1,2.5295887662988967,14,8.0,15.7,0,0,13687297
panvel,501.39,2,2.0,17,39.0,12.3,1,0,5210644
ghansoli,488.6,1,2.0,20,9.0,9.6,0,0,4765942
vashi,1082.77,2,3.0,15,28.0,24.3409720571534,0,0,18186887
panvel,1264.32,2.4597701149425286,2.5295887662988967,30,18.0,10.6,1,1,20240623
kharghar,1285.03,2.4597701149425286,1.0,15,24.0,3.1,0,0,17136956
airoli,290.41,2,2.5295887662988967,34,37.0,11.4,0,0,3551549
ghansoli,788.68,2,3.0,4,32.0,8.5,1,1,9049418
panvel,374.64,2,1.0,6,36.0,4.9,0,0,6009786
kharghar,824.79,1,2.5295887662988967,24,19.846280312371558,1.6,0,0,8861122
panvel,881.21,2.4597701149425286,3.0,6,37.0,18.6,0,0,10785257
panvel,71.49,2,1.0,16,31.0,9.4,1,0,1389980
panvel,1441.59,2.4597701149425286,1.0,34,16.0,4.2,0,0,18920771
vashi,637.49,4,2.5295887662988967,7,15.0,2.9,1,0,10356708
ulwe,215.72,2.4597701149425286,1.0,12,19.0,10.0,0,0,2372166
belapur,1497.45,2.4597701149425286,2.0,6,3.0,2.2,1,0,15314962
kharghar,1245.29,2,2.0,26,10.0,12.2,0,0,13660148
panvel,1858.97,2,4.0,17,11.0,13.3,0,1,23013125
ulwe,383.69,2,4.0,13,37.0,15.8,0,0,5828905
vashi,1032.91,1,2.0,9,32.0,8.4,0,0,15611363
nerul,1160.79,2,4.0,2,25.0,8.0,1,0,16606373
vashi,1188.09,3,3.0,17,9.0,16.4,1,0,14858837
panvel,1298.03,3,2.0,34,19.0,11.0,0,0,26109632
kharghar,379.59,2.4597701149425286,3.0,26,11.0,10.4,0,0,4107489
belapur,847.08,4,4.0,23,27.0,2.3,1,0,11916932
nerul,1408.41,4,3.0,16.55400254129606,11.0,3.3,1,0,21200201
ulwe,1462.5,1,4.0,16.55400254129606,25.0,5.3,1,1,17969921
kharghar,923.56,3,2.5295887662988967,11,30.0,2.3,1,1,10377808
ulwe,1163.68,2.4597701149425286,3.0,20,34.0,3.6,0,0,13165801
panvel,1010.56,1,4.0,11,33.0,9.8,1,1,16600369
nerul,832.28,3,2.0,24,30.0,9.8,0,0,16055533
airoli,219.61,4,2.5295887662988967,28,3.0,0.1,1,0,4268966
nerul,1633.59,2,2.0,16,18.0,11.1,0,0,16023023
kharghar,1248.83,2,4.0,3,25.0,16.4,0,0,18188400
airoli,831.8,3,2.5295887662988967,4,37.0,7.4,1,1,15434182
kharghar,1188.37,2.4597701149425286,4.0,14,11.0,6.4,0,1,12515195
panvel,519.45,4,1.0,0,24.0,4.0,1,0,8390668
ghansoli,1617.96,2,2.5295887662988967,12,22.0,10.4,0,0,23274104
kharghar,740.29,2,2.0,25,11.0,11.6,0,0,11929283
panvel,389.05,1,2.0,30,4.0,20.5,0,1,4299837
airoli,977.35,2,3.0,16.55400254129606,15.0,2.5,0,0,11692109
panvel,1029.36,2,2.5295887662988967,24,39.0,7.9,0,0,15556210
nerul,1080.34,1,1.0,32,21.0,15.3,0,0,13940353
kharghar,1792.06,3,2.5295887662988967,11,20.0,0.7,0,1,28374745
